,bad_bigram,V2,sentiment,genre,
1215,back from,18,,,
1216,back home,9,,,
1217,back i,55,,,
1218,back in,35,,,
1219,back into,10,,,
1220,back of,19,,,
1221,back on,15,,,
1222,back the,20,,,
1223,back to,78,,,
1224,backdrop for,10,,,
1225,backdrop of,10,,,
1226,background of,10,,,
1227,bad  ,30,,,
1228,bad acting,10,negative,,
1229,bad and,20,,,
1230,bad as,30,,,
1231,bad because,10,negative,,
1232,bad boy,35,,,
1233,bad boys,19,,,
1234,bad but,19,,,
1235,bad film,19,negative,,
1236,bad for,10,,,
1237,bad grandpa,10,,,
1238,bad guy,50,,,
1239,bad i,50,,,
1240,bad it,25,,,
1241,bad movie,25,negative,,
1242,bad reviews,35,negative,,
1243,bad that,10,,,
1244,bad the,15,,,
1245,bad thing,20,,,
1246,bad things,14,,,
1247,base of,16,,,
1248,based on,24,,,
1249,based upon,10,,,
1250,basketball game,15,,,
1251,batshit crazy,10,negative,,
1252,be  rid,10,,,
1253,be a,544,,,
1254,be able,25,,,
1255,be all,14,,,
1256,be an,135,,,
1257,be and,94,,,
1258,be another,15,,,
1259,be anything,10,between,,
1260,be around,15,,,
1261,be as,64,,,
1262,be ashamed,17,negative,,
1263,be at,24,,,
1264,be bad,10,,,
1265,be better,10,,,
1266,be bothered,10,between,,
1267,be but,34,,,
1268,be called,10,,,
1269,be considered,10,,,
1270,be desired,10,between,,
1271,be disappointed,10,negative,,
1272,be entertained,10,between,,
1273,be even,20,,,
1274,be fired,9,,,
1275,be fooled,10,negative,,
1276,be found,10,,,
1277,be frightening,10,,,
1278,be fun,64,between,,
1279,be funny,54,between,,
1280,be great,10,between,,
1281,be had,10,,,
1282,be he,20,,,
1283,be honest,22,positive,,
1284,be in,20,,,
1285,be isnt,10,,,
1286,be it,20,,,
1287,be just,10,,,
1288,be made,25,,,
1289,be more,15,,,
1290,be much,10,,,
1291,be not,24,,,
1292,be ok,10,,,
1293,be on,54,,,
1294,be one,32,,,
1295,be put,15,,,
1296,be rated,10,,,
1297,be released,10,,,
1298,be said,9,,,
1299,be scared,19,,,
1300,be seen,10,,,
1301,be so,15,,,
1302,be stood,10,,,
1303,be stupid,10,negative,,
1304,be that,15,,,
1305,be the,129,,,
1306,be to,35,,,
1307,be too,15,,,
1308,be very,20,,,
1309,be warned,15,negative,,
1310,be worth,10,,,
1311,bear and,10,,,
1312,bear in,10,,,
1313,beats a,15,,,
1314,beautiful and,15,positive,,
1315,beautifully filmed,9,positive,,
1316,beautifully shot,10,positive,,
1317,because a,15,,,
1318,because he,35,,,
1319,because hes,15,,,
1320,because i,114,,,
1321,because im,10,,,
1322,because it,49,,,
1323,because its,15,,,
1324,because my,15,,,
1325,because of,69,,,
1326,because shes,10,,,
1327,because the,115,,,
1328,because there,35,,,
1329,because theres,10,,,
1330,because they,25,,,
1331,because you,20,,,
1332,become a,25,,,
1333,becomes a,15,,,
1334,becoming an,10,,,
1335,been a,93,,,
1336,been an,29,,,
1337,been and,10,,,
1338,been better,20,between,,
1339,been done,30,,,
1340,been given,10,,,
1341,been more,25,,,
1342,been so,10,,,
1343,been the,15,,,
1344,before a,40,,,
1345,before and,35,,,
1346,before i,34,,,
1347,before it,15,,,
1348,before jason,10,,,
1349,before that,15,,,
1350,before the,30,,,
1351,before they,10,,,
1352,before you,19,,,
1353,begin to,10,,,
1354,begin with,10,,,
1355,beginning of,10,,,
1356,beginning to,14,,,
1357,begins with,15,,,
1358,behavior the,10,,,
1359,behind a,15,,,
1360,behind it,10,,,
1361,behind the,10,,,
1362,behind this,10,,,
1363,being a,153,,,
1364,being able,10,,,
1365,being as,27,,,
1366,being astonished,7,between,,
1367,being funny,20,between,,
1368,being in,10,,,
1369,being s,40,,,
1370,being said,10,,,
1371,being the,25,,,
1372,being there,10,,,
1373,believable as,10,,,
1374,believe that,20,,,
1375,believe the,20,,,
1376,believe this,14,,,
1377,bell who,10,,,
1378,belly laughs,20,,,
1379,ben a,20,,,
1380,ben and,15,,,
1381,ben barber,10,,,
1382,ben has,10,,,
1383,ben is,14,,,
1384,ben ketai,10,,,
1385,ben robson,8,,,
1386,benjamin bratt,25,,,
1387,bent on,10,,,
1388,besides that,10,,,
1389,best actors,10,,,
1390,best as,10,,,
1391,best avoided,9,negative,,
1392,best effort,10,positive,,
1393,best film,9,,,
1394,best i,25,,,
1395,best in,15,,,
1396,best movie,31,positive,,
1397,best part,15,positive,,
1398,best picture,10,,,
1399,best scene,9,between,,
1400,best the,10,,,
1401,best thing,10,between,,
1402,best to,13,,,
1403,best when,10,between,,
1404,better  ,30,between,,
1405,better and,17,between,,
1406,better but,15,between,,
1407,better film,10,between,,
1408,better i,34,,,
1409,better if,10,between,,
1410,better in,10,between,,
1411,better it,10,,,
1412,better job,10,between,,
1413,better just,10,between,,
1414,better movie,28,between,,
1415,better or,9,,,
1416,better rating,9,,,
1417,better than,171,between,,
1418,better the,40,between,,
1419,better then,29,between,,
1420,better way,10,between,,
1421,better win,7,between,,
1422,between a,19,,,
1423,between ice,10,,,
1424,between kevin,13,,,
1425,between the,44,,,
1426,between them,10,,,
1427,between will,9,,,
1428,beverly hills,15,,,
1429,beyond that,10,,,
1430,beyond the,15,,,
1431,big night,10,,,
1432,big reveal,10,,,
1433,big screen,19,,,
1434,big short,10,,,
1435,bigger part,10,,,
1436,biggest issue,10,negative,,
1437,biggest problem,20,negative,,
1438,bill nighy,9,,,
1439,biological father,22,,,
1440,bit and,10,,,
1441,bit it,10,,,
1442,bit more,10,,,
1443,bit of,59,,,
1444,bit to,20,,,
1445,bit too,15,,,
1446,bits and,19,,,
1447,bits of,10,,,
1448,black comedy,10,,,
1449,blair witch,9,,,
1450,blame the,15,negative,,
1451,bland  i,10,,,
1452,bland and,15,negative,,
1453,bloody old,6,,,
1454,boca raton,15,,,
1455,bodies of,10,,,
1456,body of,10,,,
1457,bog down,10,,,
1458,bold idea,10,positive,,
1459,bored out,10,negative,,
1460,boring and,23,negative,,
1461,boring movie,10,negative,,
1462,both a,25,,,
1463,both actors,15,between,,
1464,both dad,10,,,
1465,both leads,14,between,,
1466,both of,20,,,
1467,both the,14,,,
1468,bottom line,19,between,,
1469,bottom of,25,,,
1470,bottomless well,6,negative,,
1471,bought into,20,,,
1472,bound to,9,,,
1473,box office,15,,,
1474,boy a,15,,,
1475,boy and,10,,,
1476,boy does,9,,,
1477,boy is,57,,,
1478,boy was,10,,,
1479,boy who,15,,,
1480,boyfriend cole,6,,,
1481,brad a,30,,,
1482,brad and,20,,,
1483,brad ferrell,9,,,
1484,brad is,10,,,
1485,brad whitaker,25,,,
1486,brad work,10,,,
1487,bradley cooper,424,,,
1488,bradley coopers,85,,,
1489,bradley i,15,,,
1490,bradley is,10,,,
1491,brads a,10,,,
1492,brahms in,7,,,
1493,brahms the,10,,,
1494,brand of,14,,,
1495,bratt a,20,,,
1496,bratt as,10,,,
1497,bravo to,9,,,
1498,break from,10,,,
1499,brent bell,25,,,
1500,bright spot,14,positive,,
1501,brilliant and,14,positive,,
1502,bring in,10,between,,
1503,brings a,10,between,,
1504,brings everything,6,between,,
1505,brit director,7,,,
1506,brother and,20,,,
1507,brought up,10,,,
1508,bucks to,8,,,
1509,buddy cop,31,,,
1510,budget the,9,,,
1511,build a,10,,,
1512,build up,49,,,
1513,bunch of,10,,,
1514,burger king,10,,,
1515,burnt  ,19,,,
1516,burnt and,15,,,
1517,burnt can,14,,,
1518,burnt cant,8,,,
1519,burnt has,17,,,
1520,burnt however,10,,,
1521,burnt i,180,,,
1522,burnt in,10,,,
1523,burnt is,145,,,
1524,burnt may,14,,,
1525,burnt on,15,,,
1526,burnt r,10,,,
1527,burnt takes,9,,,
1528,burnt to,9,,,
1529,burnt youll,10,,,
1530,but a,173,between,,
1531,but all,10,,,
1532,but also,40,between,,
1533,but are,10,between,,
1534,but as,30,between,,
1535,but at,10,,,
1536,but basically,10,between,,
1537,but because,10,between,,
1538,but besides,10,between,,
1539,but daddys,10,,,
1540,but de,20,,,
1541,but definitely,10,between,,
1542,but director,10,,,
1543,but does,20,,,
1544,but doesnt,15,between,,
1545,but dont,15,between,,
1546,but enough,10,between,,
1547,but even,15,between,,
1548,but everything,10,between,,
1549,but failed,8,negative,,
1550,but fails,15,negative,,
1551,but fall,10,negative,,
1552,but for,34,between,,
1553,but fun,24,between,,
1554,but funny,15,between,,
1555,but good,14,between,,
1556,but has,14,between,,
1557,but he,45,between,,
1558,but hes,10,between,,
1559,but his,25,between,,
1560,but i,858,,,
1561,but if,40,,,
1562,but im,10,,,
1563,but in,44,,,
1564,but is,59,,,
1565,but it,447,,,
1566,but its,145,,,
1567,but ive,10,,,
1568,but just,20,between,,
1569,but many,10,,,
1570,but more,15,,,
1571,but most,20,between,,
1572,but mostly,10,between,,
1573,but my,10,,,
1574,but no,220,,,
1575,but none,10,between,,
1576,but not,180,,,
1577,but nothing,15,between,,
1578,but now,15,,,
1579,but of,10,,,
1580,but one,10,,,
1581,but overall,39,between,,
1582,but perhaps,10,between,,
1583,but quickly,10,,,
1584,but really,15,between,,
1585,but remains,10,between,,
1586,but she,20,,,
1587,but some,30,,,
1588,but still,45,between,,
1589,but that,90,,,
1590,but thats,39,,,
1591,but the,500,between,,
1592,but their,15,,,
1593,but then,30,,,
1594,but there,59,,,
1595,but theres,25,between,,
1596,but these,10,,,
1597,but they,45,,,
1598,but theyre,15,between,,
1599,but this,114,,,
1600,but to,25,,,
1601,but ultimately,10,between,,
1602,but unfortunately,15,negative,,
1603,but was,20,between,,
1604,but we,20,,,
1605,but when,20,between,,
1606,but who,15,,,
1607,but will,15,,,
1608,but with,15,between,,
1609,but yes,10,between,,
1610,but you,55,,,
1611,by a,104,,,
1612,by all,10,,,
1613,by an,24,,,
1614,by bradley,14,,,
1615,by characters,10,,,
1616,by contrast,10,,,
1617,by cooper,10,,,
1618,by critics,15,,,
1619,by dan,10,,,
1620,by dormer,14,,,
1621,by dustins,10,,,
1622,by far,8,between,,
1623,by her,20,,,
1624,by herself,9,,,
1625,by his,10,,,
1626,by in,15,,,
1627,by its,19,,,
1628,by jesse,13,,,
1629,by john,9,,,
1630,by linda,10,,,
1631,by natalie,15,,,
1632,by nick,10,,,
1633,by no,20,,,
1634,by now,9,,,
1635,by putting,10,,,
1636,by reading,10,,,
1637,by rob,15,,,
1638,by sean,10,,,
1639,by some,15,,,
1640,by steven,10,,,
1641,by the,222,,,
1642,by this,29,,,
1643,by two,10,,,
1644,by will,21,,,
1645,by william,17,,,
1646,c  no,10,,,
1647,c i,100,,,
1648,cable  thi,10,,,
1649,call this,10,,,
1650,called suicide,14,,,
1651,came in,15,,,
1652,came out,10,,,
1653,camera in,10,,,
1654,can be,105,,,
1655,can become,10,,,
1656,can do,34,,,
1657,can get,30,,,
1658,can go,10,,,
1659,can i,14,,,
1660,can make,15,,,
1661,can only,42,,,
1662,can pretty,10,,,
1663,can recommend,10,between,,
1664,can relate,9,,,
1665,can say,15,between,,
1666,can see,19,between,,
1667,can watch,10,between,,
1668,can you,9,,,
1669,candy and,10,,,
1670,cannot wait,15,,,
1671,cant be,35,,,
1672,cant believe,22,negative,,
1673,cant deny,10,between,,
1674,cant do,9,,,
1675,cant even,19,negative,,
1676,cant give,10,,,
1677,cant have,10,,,
1678,cant help,24,between,,
1679,cant really,15,between,,
1680,cant save,14,between,,
1681,cant say,10,,,
1682,cant stand,10,negative,,
1683,cant wait,9,between,,
1684,capers and,10,,,
1685,capitalize on,10,,,
1686,captures the,9,between,,
1687,car and,10,,,
1688,car chase,25,,,
1689,cardellini is,20,,,
1690,cardellini to,10,,,
1691,cardellini who,10,,,
1692,care about,25,,,
1693,care for,25,,,
1694,care what,14,,,
1695,care you,10,,,
1696,career he,10,,,
1697,career well,7,,,
1698,cares to,10,,,
1699,case for,15,,,
1700,case of,20,,,
1701,cash grab,20,,,
1702,cast a,25,,,
1703,cast and,9,,,
1704,cast but,10,,,
1705,cast is,52,,,
1706,cast it,10,,,
1707,cast look,10,,,
1708,cast the,20,,,
1709,cast to,15,,,
1710,cast was,10,between,,
1711,cause a,20,,,
1712,cause i,134,,,
1713,cause it,58,,,
1714,cause the,120,,,
1715,certainly be,10,,,
1716,certainly not,20,negative,,
1717,chainsaw d,9,,,
1718,chance i,10,,,
1719,chance to,15,,,
1720,change his,10,,,
1721,change i,10,,,
1722,character a,50,,,
1723,character and,20,,,
1724,character development,40,,,
1725,character every,10,,,
1726,character has,15,between,,
1727,character he,15,,,
1728,character i,95,,,
1729,character in,30,,,
1730,character is,60,,,
1731,character the,10,,,
1732,character was,15,,,
1733,character we,20,,,
1734,character who,20,,,
1735,characters a,120,,,
1736,characters and,44,,,
1737,characters are,69,,,
1738,characters arent,20,negative,,
1739,characters decisions,10,,,
1740,characters do,10,,,
1741,characters emotional,10,,,
1742,characters from,10,,,
1743,characters in,20,,,
1744,characters is,10,,,
1745,characters making,10,between,,
1746,characters or,15,,,
1747,characters that,25,,,
1748,characters the,10,,,
1749,characters to,10,,,
1750,characters were,9,,,
1751,chase in,15,,,
1752,chases a,15,,,
1753,cheap and,10,negative,,
1754,cheap jump,40,negative,,
1755,cheap jumps,10,negative,,
1756,cheap laugh,25,negative,,
1757,cheap laughs,20,negative,,
1758,cheap thrills,10,negative,,
1759,cheap tricks,11,negative,,
1760,checking my,10,between,,
1761,chef adam,19,,,
1762,chef and,39,,,
1763,chef but,14,,,
1764,chef had,9,,,
1765,chef has,10,,,
1766,chef he,10,,,
1767,chef i,50,,,
1768,chef in,10,,,
1769,chef it,15,,,
1770,chef its,10,,,
1771,chef on,10,,,
1772,chef who,45,,,
1773,chef with,10,,,
1774,chefs who,10,,,
1775,chemistry  ,10,,,
1776,chemistry a,20,,,
1777,chemistry and,15,,,
1778,chemistry between,58,between,,
1779,chemistry is,19,,,
1780,chemistry they,10,between,,
1781,chemistry was,10,,,
1782,chemistry with,10,,,
1783,children and,10,,,
1784,children the,25,,,
1785,children they,10,,,
1786,childs play,14,,,
1787,choice to,10,,,
1788,choose to,15,,,
1789,church and,10,,,
1790,church is,19,,,
1791,cinematography and,14,between,,
1792,cinematography is,10,between,,
1793,cinematography was,15,between,,
1794,clearly not,10,negative,,
1795,clever and,14,between,,
1796,clever i,15,,,
1797,clever in,10,,,
1798,cliched predictable,10,negative,,
1799,cliches a,25,,,
1800,cliches and,20,,,
1801,close to,33,,,
1802,closer to,10,,,
1803,cohan a,15,,,
1804,cohan is,19,,,
1805,coherence and,10,between,,
1806,cole ben,7,,,
1807,collection of,10,,,
1808,combination of,29,,,
1809,come courtesy,10,,,
1810,come from,19,,,
1811,come in,10,,,
1812,come on,20,,,
1813,come out,30,,,
1814,come the,9,,,
1815,come to,20,,,
1816,come up,10,,,
1817,comedic chemistry,20,,,
1818,comedic moments,10,,,
1819,comedic performance,10,,,
1820,comedic talent,10,,,
1821,comedies dont,7,,,
1822,comedies it,10,,,
1823,comedies that,10,,,
1824,comedies today,15,,,
1825,comedy  ,70,,,
1826,comedy  ,70,,,
1827,comedy  ,70,,,
1828,comedy  th,10,,,
1829,comedy and,35,,,
1830,comedy as,14,,,
1831,comedy but,45,negative,,
1832,comedy duo,9,,,
1833,comedy filled,9,between,,
1834,comedy film,9,,,
1835,comedy in,10,,,
1836,comedy is,18,,,
1837,comedy it,39,,,
1838,comedy its,15,,,
1839,comedy movie,14,,,
1840,comedy not,8,negative,,
1841,comedy of,20,,,
1842,comedy s,60,,,
1843,comedy some,10,,,
1844,comedy that,43,,,
1845,comedy this,14,,,
1846,comedy to,15,,,
1847,comedy where,14,,,
1848,comedy will,15,,,
1849,comedy with,35,,,
1850,comedy you,10,,,
1851,comes across,9,,,
1852,comes from,10,,,
1853,comes his,10,,,
1854,comes in,15,,,
1855,comes off,15,,,
1856,comes out,30,,,
1857,comes to,63,,,
1858,comes up,15,,,
1859,comic relief,15,,,
1860,coming a,45,,,
1861,coming and,25,,,
1862,coming to,10,,,
1863,commend the,10,,,
1864,commit suicide,19,,,
1865,committing suicide,10,,,
1866,compared to,25,,,
1867,comparison to,10,,,
1868,competent but,9,between,,
1869,complete her,10,,,
1870,complete waste,11,,,
1871,complete with,15,,,
1872,completely to,11,,,
1873,concept and,15,,,
1874,concerned with,10,,,
1875,conclusion that,10,,,
1876,connected by,10,,,
1877,connection with,10,,,
1878,consider it,9,,,
1879,considering the,10,,,
1880,consistently funny,20,,,
1881,constantly checking,10,,,
1882,contacts with,6,,,
1883,content review,23,,,
1884,continues to,10,,,
1885,contributes to,10,,,
1886,contrived a,15,,,
1887,contrived and,10,,,
1888,convincing performance,10,positive,,
1889,cook a,10,,,
1890,cooked in,10,,,
1891,cooked up,10,negative,,
1892,cooking  ,10,,,
1893,cooking and,10,,,
1894,cooking is,10,,,
1895,cooking it,10,,,
1896,cooking movie,15,,,
1897,cooking movies,9,,,
1898,cooking scenes,15,,,
1899,cooking up,15,,,
1900,cooper and,53,,,
1901,cooper as,10,,,
1902,cooper did,10,,,
1903,cooper does,8,,,
1904,cooper fan,25,,,
1905,cooper fans,10,,,
1906,cooper has,15,,,
1907,cooper i,135,,,
1908,cooper is,119,,,
1909,cooper really,10,,,
1910,cooper sienna,13,,,
1911,cooper was,14,,,
1912,cooper who,15,,,
1913,cooper why,10,,,
1914,coopers character,30,,,
1915,coopers charisma,10,,,
1916,coopers new,10,,,
1917,cop comedy,14,,,
1918,cop formula,7,,,
1919,cop movie,20,,,
1920,cop sequel,10,,,
1921,copying the,10,,,
1922,corporate america,10,,,
1923,correct c,10,,,
1924,cost  ,9,,,
1925,could be,45,between,,
1926,could get,20,,,
1927,could go,10,,,
1928,could happen,10,,,
1929,could have,144,between,,
1930,could not,25,negative,,
1931,could play,15,,,
1932,could possibly,10,,,
1933,could really,10,,,
1934,couldnt help,15,between,,
1935,couldnt say,10,between,,
1936,couldnt seem,10,,,
1937,couldnt stop,10,,,
1938,couldve been,24,between,,
1939,couple of,100,,,
1940,coupled with,10,,,
1941,course i,10,,,
1942,course the,15,,,
1943,courtesy of,15,,,
1944,crazy a,26,between,,
1945,crazy and,11,negative,,
1946,crazy but,10,between,,
1947,create a,20,,,
1948,creates a,10,,,
1949,creeped out,15,negative,,
1950,creepy and,23,negative,,
1951,creepy atmosphere,20,negative,,
1952,creepy doll,15,negative,,
1953,creepy scenes,10,negative,,
1954,creepy to,10,negative,,
1955,creepy when,10,negative,,
1956,crime thriller,10,,,
1957,critic i,10,,,
1958,critics and,10,,,
1959,critics are,27,,,
1960,critics d,15,,,
1961,critics have,20,,,
1962,critics i,19,,,
1963,critics or,10,,,
1964,critics would,6,,,
1965,crude and,30,,,
1966,crude jokes,10,negative,,
1967,cruise control,9,between,,
1968,cruz olivia,10,,,
1969,cube and,69,,,
1970,cube are,8,,,
1971,cube as,10,,,
1972,cube is,40,,,
1973,cube who,10,,,
1974,culinary arts,10,,,
1975,culinary driven,10,,,
1976,culinary world,10,,,
1977,cute and,14,,,
1978,cute movie,10,,,
1979,cuts and,9,,,
1980,cutting board,10,,,
1981,cutting room,10,,,
1982,cv yet,9,,,
1983,d  ,661,,,
1984,d  ha,9,,,
1985,d  th,120,,,
1986,d daniel,15,,,
1987,d mark,170,,,
1988,d which,35,,,
1989,dad a,30,,,
1990,dad and,20,,,
1991,dad just,10,,,
1992,dad of,15,,,
1993,dad off,10,,,
1994,dad step,10,,,
1995,dad vs,9,,,
1996,daddys home,408,,,
1997,dads are,10,,,
1998,dads fighting,10,,,
1999,damn damn,6,negative,,
2000,damn this,9,negative,,
2001,dan mazer,20,,,
2002,dance with,10,,,
2003,daniel brãhl,15,,,
2004,daniel bruhl,45,,,
2005,danish girl,10,,,
2006,dark and,9,,,
2007,dark forest,10,,,
2008,dark side,14,,,
2009,daughter and,9,,,
2010,day a,45,,,
2011,day after,15,,,
2012,day and,14,,,
2013,day by,9,,,
2014,day for,10,,,
2015,day i,15,,,
2016,day the,25,,,
2017,day to,10,,,
2018,days and,10,,,
2019,days but,10,,,
2020,days i,25,,,
2021,days is,10,,,
2022,days its,10,,,
2023,days of,10,,,
2024,daytona beach,20,,,
2025,de film,52,,,
2026,de films,15,,,
2027,de filmsterren,10,,,
2028,de monde,9,,,
2029,de niro,386,,,
2030,de niros,47,,,
2031,de sites,6,,,
2032,de ver,15,,,
2033,deal of,15,,,
2034,deal with,15,,,
2035,dealer in,15,,,
2036,dealer who,10,,,
2037,dealing with,10,,,
2038,deals with,15,,,
2039,death and,14,,,
2040,decent and,9,between,,
2041,decent horror,10,between,,
